arg_id	arg_text	arg_guideline	post_id	post_topic
2926	"Since 1976	 13 innocent people have been released from Illinois' death row. "	Number of people released from Illinois' death row since 1976.	1340	death penalty
2927	"However	 since the death penalty was reinstated in 1973 122 inmates have been exonerated from death row	 but never has anyone come even close to proving that an innocent man was killed. "	out since 1973 how many death row inmates have been exonerated and if any man has been proven innocent after being put to death	394904	death penalty
2928	"However	 anyone who takes the time to look over statistics publicly provided by the US Department of Justice will find that of 59 inmates executed last year	 36 were white and 19 were black	 and of the total inmates on death row	 1	851 are white while only 1	390 were black. "	out how many white and black men are on death row and how many have been executed	394904	death penalty
2929	"Considering that the average inmate serves 11years and 2 months in jail before being executed	 this tells me that the government is doing their job in researching each case before the person is executed and are actually catching their own mistakes. "	out the average time an inmates serves on death row before being executed	394904	death penalty
2930	"If I remember correctly one of the reason Governer Ryan did the mass moratorium and pardons across the board was in part becuase they found state prosecutors withholding key evidence which PROVED the accused innocent. You can't take away their right to appeals	 it's the innocent's only chance for life. If you take away these appeals then every single one of the pardons given to men on death row (there have been 157) would have been put to death. "	out why Governer Ryan did a mass moratorium and pardons and how many were for prisoners on death row.	1349	death penalty
2931	"Here are some verses right out of the mouth of God:  Numbers 35:16-20  16 "" 'If a man strikes someone with an iron object so that he dies	 he is a murderer; the murderer shall be put to death. 17 Or if anyone has a stone in his hand that could kill	 and he strikes someone so that he dies	 he is a murderer; the murderer shall be put to death. "	out what Numbers 35:16 and 35:17 say from the bible about putting a murderer to death.	1262	death penalty
2932	(1) To see if the OJ scene would once again playout. 	The OJ Simpson case	172691	death penalty
2933	(2) To see a ruling made on behalf of an unborn child. 	courts ruling on behalf of an unborn child	172691	death penalty
2934	Why do we want to give him release from all suffering instead of making him suffer for the rest of his life? 	argument against death penalty that it's a release from suffering	172706	death penalty
2935	Really...and it would cost more to kill him. 	Costs associated with death penalty	172706	death penalty
2936	Make the SOB suffer for the rest of his life in prison. 	how life in prison is better than death penalty	172706	death penalty
2937	I find it rather odd that many of the countries that ban the death penalty allow abortion as if killing a killer is worse than killing an innocent life. 	countries that ban death penalty yet allow abortion	432481	death penalty
2938	"Nevertheless	 you pay for the crime you commit so death it is. "	how death penalty is paying for the crime committed	432481	death penalty
2939	"OK Jim	 how can you disagree with my use of the word deterrent and turn around and say ""I think the death penalty is a detergent. "	evidence that death penalty is a deterrent	132610	death penalty
2940	"I still don't understand who these ""children"" are. "	evidence that unborn are still children	373868	death penalty
2941	"If that involves a few statistical errors	 so be it. "	Statistical errors associated with death penalty	650177	death penalty
2942	"Since there are many people sentenced for murder that are actually innocent (~10% who were sentenced to death who were proved innocent in appeal)	 you would be causing a lot more innocent deaths than you would be saving. "	out the percentage of people sentenced to death that were later proved innocent in appeal.	432732	death penalty
2943	"Indeed	 the states with the death penalty on average have a higher per capita murder rate than those without - suggesting that other factors (economy	 etc.) "	out is states with the death penalty have a higher murder rate per capita than those states without the death penalty.	432732	death penalty
2944	"I have heard of two instances of innocent men who were executed back in the seventies. They were large cases that were still being studied because of doubt. DNA testing capabilities allowed them to determine that the executed men were	 in fact	 innocent. "	out if 2 innocent men were put to death and then found innocent later by DNA evidence.	61509	death penalty
2945	"Murder is defined as such by a google search  *kill intentionally and with premeditation""  *unlawful premeditated killing of a human being by a human being   Hopefully	 by reading the first definition	 you can understand how I came to this conclusion. "	out how Google defines the definition of murder.	229876	death penalty
2946	"Vatican official says death penalty for Saddam would be wrong  VATICAN CITY (CNS) -- The head of the Vatican's justice and peace office said it would be wrong to carry out the death penalty against Saddam Hussein. The former Iraqi president was sentenced to death by hanging Nov. 5 in a case involving the deaths of 148 Iraqis in 1982. "	out what Suddam Hussein's sentence was and how many deaths he was prosecuted for.	488607	death penalty
2947	First off I'm pro-choice. 	definition of pro-choice	750034	death penalty
2948	"I don't care if you take a shoot gun and XXXX the kids brain out nor do I care about the women who was raped	 has cancer etc. "	terrible procedures used in abortion	750034	death penalty
2949	"If you are willing to sacrifice justice for efficiency	 why not take it to its logical conclusion? "	logical conclusion on death penalty	251875	death penalty
2950	I believe that we should attempt to prevent suicide in the general population. 	suicide prevention methods	87589	death penalty
2951	"If someone is given life without chance of parole	 I have no problem in letting him die as soon as he was ready. "	arguments that support suicide	87589	death penalty
2952	"Maybe I misread what you said above	 but it appears you favor torture. "	arguments in support of torture	432747	death penalty
2953	Isn't that a cruel and inhuman thing to do? 	Cruelty of torture	432747	death penalty
2954	We don't need to fix the punishment system...we need to fix the conviction system. 	judicial problems in the conviction system	432747	death penalty
2955	"After they are sentenced to death	 it is cheaper to kill them than to guard	 feed	 clothe	 medicate and entertain them. "	cost of death penalty compared to cost of prison	432747	death penalty
2956	"Legalization or at least decriminalization of recreational drugs would likely help...but this won't happen because it is such a cash cow for the establishment that ""protects"" us from those who use them. "	establishment's benefits in keeping recreational drugs illegal	432747	death penalty
2957	I quoted them specifically because you guys only believe things that are said by God. 	bible verses about death penalty	1264	death penalty
2958	"So	 if you value the life of the foeutus the same as that of the mother	 why is it ok to kill the foetus because of rape or incest? "	arguments against abortion	243408	death penalty
2959	Surely that means you favour allowing the mother to kill infants that are a result of rape or incest? 	arguments that abortion is murder	243408	death penalty
2960	That Jesus fellow kinda changed a few things around. 	what changes Jesus made in new testament vs the old testament	650351	death penalty
2961	"I'm talking multiple homicide	 tons of witnesses	 a case where that guy was without a doubt the offender. "	cases where death penalty would make sense	229889	death penalty
2962	Our system here in the USA is certainly not a good deterrent right now because the criminals know they'll likely die in prison before all the appeals are over. 	out if inmates on death row in the US usually die in prison before all their appeals are over.	229794	death penalty
2963	A deterrent is something that puts fear (terror) in the mind of a potential offender. 	out the definition for deterrent and if it put's fear in one's mind who may be thinking of committing a crime.	229794	death penalty
2964	"States even applied the death penalty to some who committed their crimes as juveniles until the Supreme Court (recently) said that even though it hadn't be unconstitutional previously	 it now is. "	out if the Supreme Court recently decided that it's unconstitutional to give juveniles the death penalty.	627908	death penalty
2965	"I'm fairly certain that no state has ever made persons who committed their crime at	 say	 8-9 years old eligible for the death penalty. "	out if any state has ever given the death penalty to an 8 or 9 year old.	627908	death penalty
2966	"Didn't Texas sign it into law a while back that if 3 or more people can identify you as the one who committed the crime that you get no appeals	 and go right to the top of the list to be executed? "	out if Texas has a law stating that if 3 or more witnesses identify the perpetrator then they get no appeals on death row and are executed promptly.	251894	death penalty
2967	"By stating in your contrary post that ""Not everyone on death row is innocent"" you are taking a stand that my argument says they are. "	"stats on amount of people who are put on death row	 but later were discovered to be innocent	 on Wikipedia and government reports"	195601	death penalty
2968	"As Duo has pointed out	 several (in the US many) people have been executed and later found guilty despite having many appeals. "	"cases when people on death row appealed them being innocent	 but then later still found guilty	 on news sites"	157458	death penalty
2969	"In countries where only one appeal exists	 the likelihood of false convictions is dramatically increased. "	statistics and reports about different countries from US that have one appeal rule instead of multiple in science magazines and government reports	157458	death penalty
2970	I think the main problem is that some candyassed states banned executions of convicted murderers. 	states that have no death penalty on Wikipedia	87595	death penalty
2971	That option has been taken away in many states. 	states that removed death penalty from their laws on wikepedia	87595	death penalty
2972	From your link: Except in some rare cases the projectiles fired from them cannot be matched back to the shotgun. Patterns and distance and all that sound like they are not specific to a particular gun. Is there any proof that 2 guns made at the same time in the same place have different patterns? 	out if 2 guns made at the same place and the same time will have different bullet patterns or could they possibly ever be the same 	370158	death penalty
2973	"Despite advances in forensics	 most capital cases are decided on circumstantial evidence	 and eye witnesses are often not reliable. "	out if most capital cases are actually decided on circumstantial evidence.	251878	death penalty
2974	"Our founding fathers	 who believed that many guilty should go free lest one innocent person be convicted	 also stated that to convict someone of treason (which used to be a capital offense)	 you needed either two witnesses or a confession. "	out if our founding fathers ever stated that in order to convict someone of treason there had to be a confession or two witnesses.	23880	death penalty
2975	"""Whoso sheddeth man's blood	 by man shall his blood be shed: for in the image of God made he man."" - Genesis 9:6  ""And he that killeth any man shall surely be put to death."" - Leviticus 24:17 (also 24:21)  ""....the murderer shall surely be put to death."" "	out if Leviticus 24:17 and 24:21 from the Bible say that if a man kills another man or murders then he should be put to death.	9324	death penalty
2976	However the middle eastern and Asian countries that punish criminals without regard to political correctness have a much lower crime rate. 	out if middle eastern and Asian countries that use capital punishment have a much lower crime rate than the US.	157427	death penalty
2977	Try a Google for Supermax federal prisons. 	find supermax federal prisons to verify the condition of the prison	432627	death penalty
2978	Do you realize it costs more to kill people then the put them away for life? 	out if it costs more to have an inmate on death row or have an inmate in prison for life.	132645	death penalty
2979	"It may be close to what you said	 but it doesn't change the definition of deterrent. If a person is deterred from commiting a crime it is because fear in that person's mind has prevented him from commiting the crime. "	out the definition of deterrent and if a person can be deterred from committing a crime due to fear of consequences or not.	132612	death penalty
2980	"Most early Scottish emigrants prior to the 1800's were forced to go to the states after the Cromwellian Civil War	 Jacobite Rebellions and Highland Clearances. The alternative was usually prison or execution. "	"out if after the Cromwellian Civil War	 Jacobite Rebellions and Highland Clearances most Scottish immigrants were forced to go to the states prior to the 1800's."	821212	death penalty
2981	The root of the word is (Latin: deterrere=to frighten)TERROR. 	out what is the origin and meaning of the word deterrent.	132609	death penalty
2982	Texas has the most executions and the most murders as well. 	out if Texas has the most murders and the most executions of any other state.	61504	death penalty
2983	It would cost less money just not to jail non-violent drug users then it would to build new prisons to house them. 	cost of housing criminals	432752	death penalty
2984	Most death row innmates were poor in the first (hence the crime that lead to the trial). 	average income of death row inmates	432752	death penalty
2985	Usually it's public defenders who are doing the job and they don't get anywhere near half of the salaries private attorneys get. 	and compare salary of public defender vs private attorney	432752	death penalty
2986	Huge amount of time commitment. 	average length of time for a death penalty case	432752	death penalty
2987	A innmate can request another appeal if they can provide significent new evidence. 	appeal laws	432752	death penalty
2988	"I might agree with you but the problem is down the road some liberal (there is that word again :) ) judge might feel sorry for him and turn him loose to murder again..........It would not be the first time that has happened my friend......  Oh and if life is so much worse for him why do most convicted criminals plea bargain for that instead of just being executed? "	"plea bargain count	 2 or more murders"	243345	death penalty
2989	No doubt there are other options besides the death penalty. 	"death penalty rates	 death penalty options"	432663	death penalty
2990	It saves the State money and the inmate years of wasted time. 	"state funds for jail/death penalty	 time on death row"	87568	death penalty
2991	"I don't know about the appeals... i just assumed everyone who appealed got another hearing	 but of course that's nonsense. "	appeal process	1313	death penalty
2992	Just give the executioner 50 bucks and its over. 	"death penalty cost	 executioner cost	"	432524	death penalty
2993	"My point was	 maybe we shouldn't be giving someone like this the ultimate penalty. "	past examples of similar people getting/not getting the ultimate penalty	370064	death penalty
2994	"Again	 the whole argument between punishment and vengeance hinges on the motivation used in determining the severity of the punishment weighed against the severity and mitigating factors of the crime. "	court sentencing records where punishment is weighted against a crime's severity.	432700	death penalty
2995	"Not only was that man 1. In another country he was also 2. Not a murderer  *facepalms* Honestly you just redefined moronic. "	a biography of the person in question	650227	death penalty
2996	"I will even do something for you that I bet you are not willing to do for me	 I am not going to rag on you anymore for your beliefs in how a violent criminal should be dealt with	 after all you are entitled to your beliefs and the right to express your beliefs	 doesnt mean that I dont think you are wrong though. "	the first amendment of the constitution	650292	death penalty
2997	"However	 the fundamental flaw in the legal system is that a law is never interpreted how the writer intended. It is only interpreted how the first judge interprets it. "	instances where laws are/are not interpreted through a writer's intent.	61545	death penalty
2998	"a)actually	 murder and ""homicide"" are not the same thing. "	definition of murder vs homicide from Merriam-Webster	750039	death penalty
2999	"Retribution or revenge is what you may mean	 but not all victim's families find comfort in that. Some would prefer to see productive work is being accomplished. "	recent statistics about families of murder victims and what kind of justice they want served from The Bureau of Justice Statistics.	132585	death penalty
3000	Chopping off somebody's ear is probably going to be illegal unless proven otherwise. 	resources on assault charges and other types of illegal violent crime at the US Dept of Justice website	821170	death penalty
3001	"There's simply no way to improve on the system	 it's as good as it's gonna get and that's the long and short of it. "	recent thinkpieces reguarding prison reform and alternatives to the death penalty	650165	death penalty
3002	"The rwandan massacre is also a very well known exemple of how machetes	 stick	 etc	 can be used at a very large scale	 in a short time. "	Wikipedia article and sources from there regarding what they used as weapons in the Rwandan genocide.	650408	death penalty
3003	"As a mortal sin requires:  1. subject must be â€˜grave matterâ€™;  2. it must be committed with full knowledge  3. it must be committed with deliberate and complete consent. "	requirements of mortal sin	251945	death penalty
3004	"I suport the killing of foetuses in certain circumstances	 and is not clear from the Bible that foetuses are persons:  ''When people who are fighting injure a pregnant woman so that there is a miscarriage	 and yet no further harm follows	 the one responsible shall be fined what the woman's husband demands	 paying as much as the judges determine.' "	circumstances under which foetuses can be killed	251945	death penalty
3005	"Appeals are what run up the costs for death row inmates	 a death row inmate appealing a conviction generally being three times as expensive as one serving a life sentence. "	Cost for appealing a death row judgement	373827	death penalty
3006	"The ""Central Park Jogger"" case involved a person who confessed who probably was guilty. "	Facts about the central park jogger case	23878	death penalty
3007	"What I dont understand about ""conservatives"" is how they can be so ignoring to a womens right in abortions. "	Conservative's view on abortion	243370	death penalty
3008	But the vast majority are executed by lethal injections. 	information about methods for capital punishment from a source like Cornell Center on the Death Penalty Worldwide to see if this is accurate	87554	death penalty
3009	"Here's the problem...you can't divide people into law-abiding citizens and hardened criminals	 murder is a crime of passion and rage. "	academic papers from someplace like the APA or Pubmed regarding why people kill	1368	death penalty
3010	What could the California police department do with the extra 90 million dollars a year funding if the death penalty was done away with? 	information about costs of the california death penalty from Wikipedia or californiadeathpenalty.org	1368	death penalty
3011	"Thats one of the reasons i think almost all pro-lifers are arrogant hypocrytes. They do not do ANYTHING to reduce the number of abortions	 they only condemn women	 when ironically most of the pro-lifers are men	 which makes it VERY hypocritical. "	Find out if there are statistics about whether pro-lifers have a measurable impact on people that get abortions using Google	373882	death penalty
3012	"No	 the death penalty is society as a whole voting that someone is far too dangerous to be allowed to remain in the country and deserves to be removed. "	arguments against death penalty from ACLU or news sites that show in depth reasons why death penalty is opted for	650143	death penalty
3013	"Once again	 you take you particular metaphysical definition of personhood and try to force it on others who do not share that position. "	the definition of personhood	650195	death penalty
3014	Good thing you're not the one making laws on self-defense. 	out who makes the laws on self-defense in the country in question.	821173	death penalty
3015	"I wouldn't let te victim decide the sentence	 but I would allow the victim's input in the sentencing process. This is very common in the US. Victims and victims' families routinely testify on the impact of a crime during the sentencing phase of a trial. "	the role of victims/ victim's families in a criminal trial in the USA	87606	death penalty
3016	Interesting that you brought up Lincoln and slavery...you know many people critized him for how he didn't really free the slaves. 	common criticisms of Abe Lincoln regarding slavery	432554	death penalty
3017	"Ok	 now you did give a few reasons:  1. vengeance  2. insurance that a murderer will not murder again (Note: life without parole does that too)  3. saving the tax payer money (Note: Ultimately more is spent on average on executed criminals than on ones serving life). "	statistics from the last few decades about if death penalty has saved tax payers money in the US	432664	death penalty
3018	Japan and China still embrace the death penalty. 	if Japan and China uses death penalty	650428	death penalty
3019	They had a ratio of like 75 prisoners to 1 guard who had virtually no training. 	the ratio of prison guards to prisoners in US	432746	death penalty
3020	How many people in the US have been shown to be innocent after being put to death? 	statistics of people proven to be innocent after death penalty in US	432653	death penalty
3021	"Also	 the race of the victim is significant in that a white victim produces the death penalty much more often than a non-white victim. "	statistics comparing death penalty between white victim and non-white victim	61521	death penalty
3022	Regardless of the intent of the vehicle more people are killed annually in automobile accidents. 	the statistics of automobile accidents victims in recent years	650403	death penalty
3023	is it maybe because Jesus was against the death penalty? 	Jesus's opinion of the death penalty	1299	death penalty
3024	It deals with the death penalty...really the court is one vote away from getting rid of it because some liberal judges don't like it. 	Liberal Judge's opinion of the death penalty	388609	death penalty
3025	Convictions attained through circumstantial evidence should not allow for the sentence of death. 	Circumstances under which a death penalty can be enforced by a court	432651	death penalty
3026	"I'm not sure about the cost of the actual killing	 but we really can't cut down on the major cost. "	Cost of death sentence	195857	death penalty
3027	sin causes death. 	Does sin cause death?	375343	death penalty
3028	"The great majority of Americans	 on either side of the abortion debate apparently would also strongly limit third trimester abortions (I can supply the poll if you like). "	polls regarding limits on third trimester abortions	373884	death penalty
3029	In fact I believe abandoning babies is illegal in this country. 	legal references to the abandonment of babies in the U.S.	432610	death penalty
3030	"If all lifers-without-parole were in isolation	 it would still not preclude guards from being killed by them. "	statistics on prison guards being killed by death row immates	432576	death penalty
3031	"The DOJ ahs been issuing studies since the 50's that show that once your penalties reach a certain height	 violent crime goes up	 as criminals who are unwilling to result to violence to avoid 2 years of probation are certaily willing to do so when facing 10 years in a federal prison. "	statistics on whether high criminal penalties increase violence	172705	death penalty
3032	"The guy had broken into Martin's house	 and by NATO's views Martin was within his rights to kill him. By NATO's definition	 that is self defence and he shoudn't even have been charged. "	NATO [North Atlantic Treaty Organization] definition supporting the right to self defence	821179	death penalty
3033	"hard to face the facts	 i know... cant seem to get away from the fact that 3 babies die every second because of abortion. "	The mortality rates of babies caused by abortions can be found in the https://www.ncbi.nlm.nih.gov/ in order to confirm the claim that three babies die every second because of abotion	195613	death penalty
3034	"I live in Texas where we executed 23 last year while the rest of the states with capital punishment did 36 combined. If capital punishment is truly a deterrent	 then it follows that we should have a lower murder rate	 but we rank 17th of 50 (the lower rates belonging to states without capital punishment). "	List of U.S. states by homicide rate	243355	death penalty
3035	What does killing him achieve over putting him behind bars for the rest of his life (bar increased legal bills)? 	Advantages of death penalty over life imprisonment	370126	death penalty
3036	"If the cost of Forgiveness 2000 makes a statement	 IMO that will be an accepted measure of forgiveness. "	cost of forgiveness.	375363	death penalty
3037	I find it very hard to forgive people for committing such heinous crimes. 	effects of people committing heinous crimes	546730	death penalty
3038	I think god should be the one who decides when and how a life leaves this earth. 	Who is responsible to end life?	1316	death penalty
3039	You can compensate criminals if you lock them up when they were innocent. 	what are the disadvantages of death penalty?	370049	death penalty
3040	"As it is now a woman can have her husband charged with domestic violence	 even if there's no proof to support it	 even if there's no police report	 eyewitnesses to corroborate her story	 etc. "	examples of a woman having her husband charged with domestic violence when there is no proof	840963	death penalty
3041	The relevant point which is on topic is that using Mandela as an example of a positive murderer is inaccurate since he neither killed anyone nor was he convicted of murder by the oppressive regime which was seeking any reason to get rid of him permanently. 	if Nelson Mandela ever murdered someone or was convicted of murder	650381	death penalty
3042	"Eliminate the rediculous appeals	 only admitting those based on substantial evidence that can change the outcome of the case. This alone will save vast amounts of money if you are concerned with that. "	how much death row appeals cost the state	432743	death penalty
3043	"Since 1971	 119 men have been freed	 out those only 13 cases were absolved using DNA evidence. "	if 13 of 119 people freed from death row did so with new DNA evidence	195602	death penalty
3044	"Infact	 it wasn't until fall of '04 that I found that O.J. Simpson actually did kill his wife. "	if OJ Simpson admitted to killing his wife or if there is proof proving that he killed his wife	432501	death penalty
3045	There are overcrowded prisons. 	overcrowded prisons in the United States	650434	death penalty
3046	But these prisons are not full of murderers only. 	statistics on crimes people are in prison for	650434	death penalty
3047	The limit for the death penalty is 70. 	limit on IQ test to authorize death penalty	132586	death penalty
3048	"murder is intentional killing whether it is legal or not it is irrelevant	 for it is the intention that counts	 not the perprator. "	the definition of murder	550376	death penalty
3049	"Penfold and Sinjin are perfect examples of the bleeding heart mentality. By their own admissions they believe that criminals should just be left alone because they have rights	 and victims and their families should just have to plain old deal with it. "	Penfold and Sinjin's views on victims rights	650220	death penalty
3050	"The rate of violent crime began to decline during the Clinton Administration	 and it now stands at its lowest level in more than 30 years. "	if violent crime now stands at its lowest level in more then 30 years.	650298	death penalty
3051	Even if the death penalty does decrease crime the error rate in capital cases is too great to tolerate in a civilized society. 	what the error rate in capital cases is.	550321	death penalty
3052	"Execution Room = $10	000  Stainless Steel Table = $2	000  Leather Straps = $200  Lethal Injection Chemicals = $5	000  Knowing this person will never possibly be able to kill again =   PRICELESS "	the costs for execution materials.	373818	death penalty
3053	"We first built a nuclear weapon and were the first to drop onto a foreign land and kill many innocent lives; not just once	 but twice in a matter of days. "	out if the US was the first country to drop a nuclear weapon onto foreign land.	432492	death penalty
3054	I don't believe execution has any significant effect on the overall fact that Americans kill each other at a rate far above other developed industrial nations. 	out whether execution has an impact on the rate that americans kill one another.	132583	death penalty
3055	The main one being that Jesus clearly spoke out personally against it. 	if jesus spoke against the death penalty.	172718	death penalty
3056	"Agreed that Horton was released by the Massachusetts corrections system	 and Dukakis is responsible. "	if Horton was released by the Massachusetts corrections system.	251870	death penalty
3057	"Horton is in prison in Maryland	 Massachusetts having demonstrated its incompetence in protecting society. "	If Horton is in prison in Maryland.	251870	death penalty
3058	That is why there is always another decision to decide whether the death penalty applies or not. 	if there is always another decision to deide whether the death penalty applies or not.	650336	death penalty
3059	Not to mention there are thousands of lawyers and people out there working to prove the innocence of thousands behind bars. 	out how many people behind bars are working to prove their innocence.	432737	death penalty
3060	"And again	 while i know it does happen from time to time	 how many cases can you provide as examples where someone was sentenced to death	 and later exhonerated from all charges? I bet not too many. "	how many times someone has been sentenced to death and then later exonerated from all charges	550334	death penalty
3061	"It costs more to house	 fed and care for a death row inmate then it does for a life in prison after the legal costs. "	"the cost to house	 feed and care for a death row inmate compared to life in prison"	432711	death penalty
3062	Seems to me that the Master favored rehabilitation over punishment. 	Jesus Christ's stance on punishment	650140	death penalty
3063	It seems that there is still a majority in this country who is for the death penalty. 	the proportion of Americans who support the death penalty	550343	death penalty
3064	The argument for the death penalty as a deterrent has been proved wrong by the implementation of it through history. 	evidence that the death penalty has been proven a successful deterrent to crime	432617	death penalty
3065	"If someone raped a child	 then I want him in jail for the rest of his life	 being raped himself. "	Punishment for Rape	229856	death penalty
3066	"Also	 if the person is found later to be innocent	 although sore and bleeding from the backside	 lol.. he can try to move on with his life. "	Death penalty and innocents	229856	death penalty
3067	States with death penalties have higher murder rates. 	Death penalty and murder rates	650420	death penalty
3068	b) Does the presence of large numbers of murderers encourage use of the death penalty? 	More murders creating larger death penalty	650420	death penalty
3069	It cost way more money in appeals than it does to excute someone. 	price of average death penalty	157396	death penalty
3070	"Even if the killer was seen by one hundred witnesses shooting someone dead in a public square on a sunny afternoon	 it still takes years before the execution is carried out. "	turnaround from conviction to execution	61531	death penalty
3071	"Let me ask you this	 has putting criminals in prison slowed the rate of crime down. "	criminal counts and rate of crime in different areas	650317	death penalty
3072	There's absolutely no money to be had for upgrading the police force. In fact some cities are putting an end to their police force because they don't have a big enough budget to support them and their firefighters. 	examples of cities that have had to get rid of their police force due to lack of funds	650409	death penalty
3073	"If you want to have a serious discussion	 then let's discuss the fact that police in Britain have been instructed to issue a ""caution"" in matters pertaining to sexual assault and assault with a deadly weapon	 rather than simply making an arrest. "	instances where police in Britain have been instructed to not make an arrest in situations involving assault with a deadly weapon/sexual assault	650409	death penalty
3074	Because there's not a damn shed of proof that any measure of gun control has had any measurable effect on reducing the number of lives lost. However on the contrary there's considerable evidence that killing rates have gone up after supposedly effective gun laws were passed in an area. Look at DC for example. 	statistics on crime rates/lives lost due to gun violence in certain areas before and after gun control laws went into effect (e.g. in Washington D.C.)	650409	death penalty
3075	"these debates get so freakin repetitive  JESUS MADE IT VERY VERY CLEAR THAT THE DEATH PENALTY IS WRONG. "	information from the bible on whether Jesus would have supported the death penalty or not	9327	death penalty
3076	"Thistown~  I seem to be missing the time when ""Jesus Christ told us point blank that capitol punishment was downright evil."" "	in the bible if Jesus ever stated that capital punishment was evil	1279	death penalty
3077	"I'm also a Rutgers grad	 like McMahon and LT Smith	 so this was a double whammy to me. "	where McMahon and LT Smith graduated from	369995	death penalty
3078	ummm... the death penalty has always been around. 	history of the death penalty	375406	death penalty
3079	We let killers out of prison so they can kill again. 	parole and sentencing statistics for murderers	432574	death penalty
3080	We let rapists out of prison so they can rape again. 	parole and sentencing statistics for rapits	432574	death penalty
3081	We let child-molesters out of prison so they can molest again. 	parole and sentencing statistics for child molesters	432574	death penalty
3082	Ted bundy being one of the better known ones. 	locations of Ted Bundy's murders and their death policies	243353	death penalty
3083	"I am not sure about it	 but I think the reason for this status was that no state should include the capital of the US. "	the reason that the District of Columbia is separate from the states	87564	death penalty
3084	There have been 1000 executions since the death penalty was reinstated in 1976. 	the number of executions in the United States since 1976.	369997	death penalty
3085	"No doubt the majority of those executed were guilty	 but some of those 1000 were innocent (an example was in today's paper about a 1993 execution). "	the number of inmates put to death since 1976 that were actually innocent	369997	death penalty
3086	"They don't get to select their punishment	 the states do	 and 28 still kill. "	the number of states that use the death penalty	251893	death penalty
3087	"My only issue with the death penalty is the case of innocence	 however there has been no innocent put to death in the united states since 1976	 there has been claims but these have all been dismissed. "	the number of inmates who claimed innocence and were executed who were later exonerated	229893	death penalty
3088	You seem to forget that there are many ways to isolate the most dangerous criminals - from solitary confinement in regular prisons to supermax prisons that place very stringent controls on their prisoners. 	information on solitary confinement and supermax prisons	650127	death penalty
3089	"Former Illinois Gov. George Ryan issued a mass commutation of all death row inmates. Here are the stats from the time that the death penalty was reinstated in Illinois (1978) to the time that Ryan issued the mass commutation:  People actually put to death: 7  People put on death row	 then found innocent: 13  Should we be killing people if the justice system was wrong in AT LEAST 65% of capital cases???? "	Gov. George Ryan mass commutation information 	1391	death penalty
3090	It's just as lacking as the argument that the fact that the South convicts more blacks than other areas means the South is racist. The relative populations of compared areas dictates the discrepancy in event density. 	number of black americans convicted versus white americans in the south	370043	death penalty
3091	"Back in the fifies	 it was a national scandal that Caryl Chessman spent ten whole years (!) on death row in California before his execution. "	Carly Chessman execution information	251843	death penalty
3092	"Since most of these convicts are broke by the time they are sentenced	 the taxpayers foot the bill for the defense + the prosecution + the incarceration. "	"price of defense	 prosecution and incarceration for a prisoner "	251843	death penalty
3093	"1) It's cheaper to lock them up for life  2) Death is a weak punishment  3) Trial cost money	 counties pay for trials. "	cost of lifetime sentence versus death penalty	132568	death penalty
3094	Counties cut social services to pay for these exorbiant trials. 	murder trials reduce funding for social service programs	132568	death penalty
3095	"Yet the stupid State of Georgia has already used up its entire yearly budget for indigent defense of this worthless man...over a million and a half I think	 so far...and he still hasn't been tried. "	cost of defense for Brian Nichols for State of Georgia	229890	death penalty
3096	Lethal injection is far too humane for this monster. 	is lethal injection humane	369954	death penalty
3097	"It's the job of the police to determine whether somebody did something wrong	 that's what they conduct an investigation for. "	purpose of police investigation	821148	death penalty
3098	Where in the Bible does it say they died spiritually? 	if execution and dying spiritually is in the Bible.	375371	death penalty
3099	I had asked for 5 examples of innocent people who were executed. 	examples of innocent people being executed	550345	death penalty
3100	"But it costs more	 kills more innocents	 and has no more advantages to life in prison. "	does it cost more to kill or house a prisoner	370085	death penalty
3101	I believe this is why sex between inmates is overlooked. 	how often is sex between inmates overlooked	172704	death penalty
3102	Racial bias has been a factor in sending a black man to the execution block and a white man to life. 	"examples of when a black person has been sentenced to execution for a crime	 and a white person has been give life in prison for the same crime"	373825	death penalty
3103	Expensive. 	Find the average cost of executions versus providing jail time	61537	death penalty
3104	Risk of innocents being executed. 	Find information of Death Row inmates exonerated in court	61537	death penalty
3105	Help me out my my pro life friends.............what was the name of the young girl who was murdered and raped by a 63 year old man in Florida.......She was actually buried alive and her father has been on the news pushing for new laws against sexual perverts........ 	News articles about a Florida man (63) convicted of Rape/Murder and the victims father pushing for new legislation	243467	death penalty
3106	As is the general reason for commiting murder. 	Look up most popular motive statistics pursued for convictions in homicide trials	373835	death penalty
3107	Peterson was found guilty of first and second degree murders. 	Investigate double murder trials for defendants named Peterson	172690	death penalty
3108	"Well	 show me the statistics on how many people have been falsely convicted and put to death	 then maybe I will start to worry about it. "	an estimate of the number of innocent people who have been executed.	61517	death penalty
3109	"The Bill of Rights codifies some specific rights	 some of which were recognised previously in the common law system	 and others which were not	 to ensure that those rights are permanently protected. "	which laws in the Bill of Rights were previously part of the common law system.	821195	death penalty
3110	"And I'd bet the rich and well educated are more likely to commit murder for fun	 because they know they can afford better lawyers and are more likely to get away with their crimes because they'd have the ""upstanding citizen"" defense. "	the crime rates for murder between the rich and well educated versus everyone else.	650330	death penalty
3111	"Yes	 it is more expensive for the state to kill someone than to incarcerate them. "	the costs involved with execution versus incarceration.	650248	death penalty
